dataset/row	baseline output	candidate output	target	baseline AST	candidate AST	target AST	W/T/L transition
mba_flatten:655	0x3 * (v2 & ~ (v0 | v1)) - 0x4 * ~ (v0 | v1)	0x4 + 0x3 * (v2 & ~ (v0 | v1)) + 0x4 * (v0 | v1)	(-0x1) * 0x4 * ~ (v0 | v1 | v2) - 0x1 * (~ v0 & ~ v1 & v2)	13	13	20	W→W
mba_flatten:656	0xa * (v0 & v2) - 0xa * (v0 & v2 & v1)	0xa * (v0 & v2 & ~ v1)	0xa * (v0 & ~ v1 & v2)	10	6	8	L→W
mba_flatten:658	0x4 * (v0 & v1) + 0x6 * (~ v0 | v2) - 0x6 * (v1 & v2) - 0x4 * (v0 & v1 & v2)	0x4 * (v0 & v1 & ~ v2) + 0x6 * (~ v0 | v2) - 0x6 * (v1 & v2)	(-0x1) * 0x2 * ~ (~ v0 | ~ v1 | v2) + 0x6 * (~ (v0 | v1) | v1 ^ v2)	19	16	22	W→W
mba_flatten:660	-0x6 * (v0 & v1) + 0x6 * (v0 & v1 & v2)	(-0x6) * (v0 & v1 & ~ v2)	(-0x1) * 0x6 * ~ (~ v0 | ~ v1 | v2)	10	6	11	W→W
mba_flatten:662	0x5 + 0x7 * (v0 & v1 & v2) + 0x7 * (v1 & ~ v2) + 0x7 * (v0 | v2) - 0x9 * (v0 & v1)	0x5 + 0x7 * v0 + 0x7 * (v2 & ~ v0 | v1) - 0x9 * (v0 & v1)	0x2 * (v1 ^ (v0 | ~ v1 & v2)) - 0x5 * ~ (v0 | v1 | v2)	20	15	20	T→W
mba_flatten:663	0x7 * ~ (v1 & v0) + 0x9 * (v1 & v2 & v0) - 0x7 * (v2 & ~ v1) - 0x2 * (v2 & v0)	-0x7 + 0x9 * (v1 & v2 & v0) - 0x7 * (v1 & v0) - 0x7 * (v2 & ~ v1) - 0x2 * (v2 & v0)	0x7 * (v0 ^ v1 | ~ (v0 ^ v2)) - 0x9 * (v0 & ~ v1 & v2)	20	20	20	T→T
mba_flatten:668	0x7 * (v0 & ~ v2) + 0x9 * (v1 & v2) - 0x9 * (v0 & v1 & v2) - 0x2 * (v1 & ~ v0)	0x7 * (v0 & ~ v2) + 0x9 * (v1 & v2 & ~ v0) - 0x2 * (v1 & ~ v0)	(-0x1) * 0x9 * ~ (v0 | ~ v1 | v2) + 0x7 * (v1 ^ ~ (~ v0 | v1 ^ v2))	20	17	22	W→W
mba_flatten:670	(v0 & v1) - (v0 & v1 & v2)	v0 & v1 & ~ v2	0x1 * ~ (~ v0 | ~ v1 | v2)	9	5	10	W→W
mba_flatten:672	0x7 * ~ (v2 ^ v0) + 0x7 * (v1 & v0) - 0xe * (v1 & v2 & v0) - 0x4 * (v1 & ~ v2)	0x7 * (~ v2 ^ ~ v1 & v0) - 0x4 * (v1 & ~ v2)	(-0x1) * 0x4 * (v1 & ~ v2) + 0x7 * (v2 ^ ~ (v0 & ~ v1))	20	14	17	L→W
mba_flatten:674	-0x4 * (v2 & ~ (v0 | v1)) - ~ (v0 | v1)	0x1 - 0x4 * (v2 & ~ (v0 | v1)) + (v0 | v1)	(-0x1) * 0x5 * (~ v0 & ~ v1 & v2) - 0x1 * ~ (v0 | v1 | v2)	13	12	20	W→W
mba_flatten:676	0xb * (v0 & v1) - 0xb * (v0 & v2 & v1) - (v0 ^ v2) + (~ v1 | v2)	0xb * (v0 & v1 & ~ v2) - (v0 ^ v2) + (~ v1 | v2)	0x1 * (v2 ^ ~ v0 & (~ v1 | v2)) + 0xa * ~ (~ v0 | ~ v1 | v2)	18	15	22	W→W
mba_flatten:678	0x5 * (v0 & v1 & v2) - 0x2 * (v1 & v2) - (~ v2 | v0) + (v0 | v1)	0x1 + 0x5 * (v0 & v1 & v2) - 0x2 * (v1 & v2) + (v2 & ~ v0) + (v0 | v1)	0x3 * (v0 & v1 & v2) - 0x1 * ~ (v0 | v1 ^ v2)	18	18	17	L→L
mba_flatten:680	0x4 * (v0 & v2) + 0x5 * ~ v0 + 0x6 * (v2 & v1) - 0x6 * (v1 & ~ v0) - 0x5 * v2 - 0x5 * (v0 & v2 & v1)	-0x5 + 0x4 * (v0 & v2) + 0x6 * (v2 & v1) - 0x6 * (v1 & ~ v0) - 0x5 * v0 - 0x5 * v2 - 0x5 * (v0 & v2 & v1)	(-0x1) * 0x1 * ((v0 ^ v1) & ~ (v0 ^ v2)) + 0x5 * ~ (v0 | v1 | v2)	24	24	20	L→L
mba_flatten:681	-0x7 * ~ (v2 | v0 & v1) - 0x7 * (v2 & v0)	0x7 + 0x7 * (v2 | v0 & v1) - 0x7 * (v2 & v0)	(-0x1) * 0x7 * (v0 ^ v1 | ~ (v0 ^ v2)) + 0x7 * (~ v0 & v1 & v2)	12	12	20	W→W
mba_flatten:685	0xc * (v2 & ~ v0) - ~ (v0 & v1 & v2) - (v1 & v2) + (v0 | v1)	0x1 + 0xc * (v2 & ~ v0) + (v1 & ~ v2 | v0)	(-0x1) * 0xc * ~ (v0 | v1 | v2) + 0xb * (~ v0 & (~ v1 | v2))	19	13	19	T→W
mba_flatten:688	0xa * (v0 & v1 & v2) - 0x9 * (v0 & v1) - (~ v1 | v2) + (v0 ^ v2)	0x1 + 0xa * (v0 & v1 & v2) - 0x9 * (v0 & v1) + (v1 & ~ v2) + (v0 ^ v2)	(-0x1) * 0x1 * ((v0 | ~ v1) & ~ (v0 ^ v1 ^ v2)) - 0x7 * ~ (~ v0 | ~ v1 | v2)	18	18	26	W→W
mba_flatten:689	0x8 * (v1 & v2) - 0x9 * (v0 & v1 & v2) - 0x7 * (v1 & ~ v0) - ~ (v0 & v2)	0x1 + 0x8 * (v1 & v2) - 0x9 * (v0 & v1 & v2) - 0x7 * (v1 & ~ v0) + (v0 & v2)	(-0x1) * 0x8 * ~ (v0 | ~ v1 | v2) - 0x1 * (v1 ^ ~ (v0 & (v1 | v2)))	20	19	22	W→W
mba_flatten:690	0x2 * (v0 | v2) - 0x2 * (~ v1 | v2) - (v0 & v1) + (v0 & v1 & v2)	0x2 * (v0 | v2) - 0x2 * (~ v1 | v2) - (v0 & v1 & ~ v2)	(-0x1) * 0x2 * ~ (v0 | v1 | v2) + 0x1 * ~ (~ v0 | ~ v1 | v2)	18	16	20	W→W
mba_flatten:691	0x5 * ~ (v0 & v1) + 0xe * (v0 & v2 & v1) - 0xe * (v2 & v1) - 0x5 * (v2 & ~ v0)	-0x5 - 0xe * (v1 & v2 & ~ v0) - 0x5 * (v0 & v1) - 0x5 * (v2 & ~ v0)	(-0x1) * 0x13 * (~ v0 & v1 & v2) + 0x5 * (v1 ^ ~ (~ v0 & (v1 | v2)))	20	17	21	W→W
mba_flatten:692	0x2 * (v0 & v2) + 0x4 * ~ v0 + 0xa * (v0 & v1) + 0xa * (v2 & v1) - 0x6 * v1 - 0x6 * (v0 & v2 & v1) - 0x4 * v2	-0x4 - 0x4 * v0 - 0x4 * v2 + 0x2 * (v0 & v2) - 0x6 * v1 + 0xa * (v0 & v1) + 0xa * (v2 & v1) - 0x6 * (v0 & v2 & v1)	0x6 * (v1 ^ ~ (v0 | v2)) - 0x2 * (~ (v0 | ~ v1) | ~ (v0 ^ v1 ^ v2))	25	25	24	L→L
mba_flatten:694	0x6 * (v2 & v0) + 0x8 * (v0 & v1) - 0x8 * (v2 & v0 & v1) - 0x7 * v0 - ~ v2	v2 + 0x1 + 0x6 * (v2 & v0) + 0x8 * (v0 & v1 & ~ v2) - 0x7 * v0	(-0x1) * 0x1 * ~ (v0 ^ v2) - 0x8 * ~ (~ v0 | v1 | v2)	19	15	18	L→W
mba_flatten:696	0x3 * (v2 & ~ v0) + 0x5 * (v2 & v0 & v1) - 0x5 * (v2 & v1)	0x3 * (v2 & ~ v0) - 0x5 * (v1 & v2 & ~ v0)	0x3 * (~ v0 & ~ v1 & v2) - 0x2 * (~ v0 & v1 & v2)	15	12	19	W→W
mba_flatten:697	0x9 * (v2 & ~ v1) - 0x8 * (v0 & ~ v1) - (v0 & v2) + (v0 & v1 & v2)	0x9 * (v2 & ~ v1) - 0x8 * (v0 & ~ v1) - (v0 & v2 & ~ v1)	(-0x1) * 0x8 * ~ (~ v0 | v1 | v2) + 0x9 * (~ v0 & ~ v1 & v2)	19	17	20	W→W
mba_flatten:702	0x4 * (v0 & v1 & v2) + 0x6 * (v0 | v1) - 0x6 * (v0 & v2) - 0x4 * (v1 & v2)	0x6 * (v0 | v1) - 0x6 * (v0 & v2) - 0x4 * (v1 & v2 & ~ v0)	0x6 * (v2 ^ (v0 | v1 | v2)) + 0x2 * (~ v0 & v1 & v2)	18	15	18	T→W
mba_flatten:704	0xf * ~ (v0 | v1) - 0x3 * (v2 & ~ (v0 | v1))	-0xf - 0xf * (v0 | v1) - 0x3 * (v2 & ~ (v0 | v1))	0xf * ~ (v0 | v1 | v2) + 0xc * (~ v0 & ~ v1 & v2)	13	13	18	W→W
mba_flatten:706	0xd * v0 + 0x12 * (v1 & v0 & v2) - 0x16 * (v1 & v0) - 0xb * ~ v1 - 0x9 * (v1 & v2)	0xb + 0xb * v1 + 0xd * v0 - 0x16 * (v1 & v0) - 0x9 * (v1 & v2) + 0x12 * (v1 & v0 & v2)	0x2 * (v0 ^ v1 & v2) - 0xb * (v0 ^ (~ v1 | v2))	19	19	17	L→L
mba_flatten:707	0x3 * (v2 & ~ v0) + 0x4 * (v1 & ~ v0) + 0x7 * (v2 & v1 & v0) - 0x7 * (v2 & v1)	0x3 * (v2 & ~ v0) + 0x4 * (v1 & ~ v0) - 0x7 * (v1 & v2 & ~ v0)	0x3 * (~ v0 & ~ v1 & v2) + 0x4 * ~ (v0 | ~ v1 | v2)	20	17	19	L→W
mba_flatten:710	0x6 * (v0 | v1) + 0xc * (v2 & ~ v1) - 0x6 * ~ (v0 & v1 & v2) - 0x6 * (v0 & v2)	0x6 + 0x6 * (v0 & ~ v2 | v1) + 0xc * (v2 & ~ v1)	(-0x1) * 0xc * ~ (v0 | v1 | v2) + 0x6 * (v1 ^ (~ v0 | v1 | v2))	20	14	20	T→W
mba_flatten:711	0x3 * (~ v1 | v0) + 0x7 * (v0 & v1 & v2) - 0x7 * (v1 & v2)	0x3 * (~ v1 | v0) - 0x7 * (v1 & v2 & ~ v0)	(-0x1) * 0xa * (~ v0 & v1 & v2) + 0x3 * (v0 | ~ v1 | v2)	15	12	18	W→W
mba_flatten:716	0x3 * (v0 & v1 & v2) - 0x2 * (v0 & v2) - (~ v2 | v1) + (v0 ^ v1)	0x1 + 0x3 * (v0 & v1 & v2) - 0x2 * (v0 & v2) + (v2 & ~ v1) + (v0 ^ v1)	(-0x1) * 0x1 * ((v0 | ~ v1) & ~ (v0 ^ v1 ^ v2))	18	18	14	L→L
mba_flatten:719	-0x2 * (v0 & v2) + 0x2 * (v0 & v1 & v2)	(-0x2) * (v0 & v2 & ~ v1)	(-0x1) * 0x2 * (v0 & ~ v1 & v2)	10	6	9	L→W
mba_flatten:722	0x7 * (v2 & v1) + 0x12 * (v0 & v1) - 0x7 * (v0 & v2 & v1) - 0x7 * (v0 | v2)	0x12 * (v0 & v1) - 0x7 * (v2 & ~ v1 | v0)	(-0x1) * 0x7 * (v1 ^ (v0 | v1 | v2)) + 0xb * (v0 & v1)	18	12	16	L→W
mba_flatten:723	-0x3 * (v1 & v2) + 0x3 * (v0 & v1 & v2)	(-0x3) * (v1 & v2 & ~ v0)	(-0x1) * 0x3 * (~ v0 & v1 & v2)	10	6	9	L→W
mba_flatten:726	0xa * (v1 & ~ v0) + 0xb * (v1 & v0 & v2) - 0xb * (v1 & v2) - (v0 & v2)	0xa * (v1 & ~ v0) - 0xb * (v1 & v2 & ~ v0) - (v0 & v2)	(-0x1) * 0x1 * (v2 & (v0 | v1)) + 0xa * ~ (v0 | ~ v1 | v2)	19	16	18	L→W
mba_flatten:727	0x5 * (v1 & ~ v0) + 0x7 * v2 + 0xc * (v1 & v2 & v0) - 0xc * (v1 & v2)	0x5 * (v1 & ~ v0) + 0x7 * v2 - 0xc * (v1 & v2 & ~ v0)	0x5 * ~ (v0 | ~ v1 | v2) + 0x7 * (v2 & (v0 | ~ v1))	17	14	18	W→W
mba_flatten:728	0x7 * ~ (v0 & v1 & v2) + 0x7 * (v0 & v1) - 0x7 * (v0 | v2)	0x7 * ~ (v0 & ~ v1 | v2)	(-0x1) * 0x7 * (~ v0 & ~ v1 & v2) + 0x7 * (v0 & v1 ^ ~ (v0 ^ v1 & v2))	15	8	23	W→W
mba_flatten:731	0xc * (v0 & ~ v1) + 0xd * (v0 & v1 & v2) - 0xd * (v0 & v2)	0xc * (v0 & ~ v1) - 0xd * (v0 & v2 & ~ v1)	0xc * ~ (~ v0 | v1 | v2) - 0x1 * (v0 & ~ v1 & v2)	15	12	19	W→W
mba_flatten:737	0x3 * (v0 & ~ (v1 | v2)) - 0x4 * ~ (v1 | v2)	0x4 + 0x3 * (v0 & ~ (v1 | v2)) + 0x4 * (v1 | v2)	(-0x1) * 0x4 * ~ (v0 | v1 | v2) - 0x1 * ~ (~ v0 | v1 | v2)	13	13	20	W→W
mba_flatten:738	-0x2 * (v0 & v2) + 0x2 * (v0 & v1 & v2)	(-0x2) * (v0 & v2 & ~ v1)	(-0x1) * 0x2 * (v0 & ~ v1 & v2)	10	6	9	L→W
mba_flatten:741	0x5 * (v0 & v1 & v2) + 0x9 * (v0 | v1) - 0x9 * (~ v2 | v0) - 0x5 * (v1 & v2)	0x9 * (v0 | v1) - 0x9 * (~ v2 | v0) - 0x5 * (v1 & v2 & ~ v0)	0x4 * (~ v0 & v1 & v2) - 0x9 * ~ (v0 | v1 | v2)	19	16	18	L→W
mba_flatten:742	0xb * ~ (v1 ^ v2) + 0xb * (v0 & v1) - 0x16 * (v0 & v1 & v2)	0xb * (~ v2 ^ ~ v0 & v1)	0xb * (v2 ^ (v0 | ~ v1))	15	8	8	L→T
mba_flatten:743	0x9 * (v0 & v1) - 0x9 * (v2 & v0 & v1) + (v2 & ~ v0)	0x9 * (v0 & v1 & ~ v2) + (v2 & ~ v0)	0x1 * (v2 ^ v0 & (v1 | v2)) + 0x8 * ~ (~ v0 | ~ v1 | v2)	14	11	20	W→W
mba_flatten:749	0x4 * (v1 & ~ v0) - 0x4 * ~ (v0 & v2) - 0x4 * (v1 & v2)	0x4 + 0x4 * (v0 & v2) + 0x4 * (v1 & ~ v0) - 0x4 * (v1 & v2)	(-0x1) * 0x4 * (~ (v0 ^ v1) | v0 ^ v2)	15	15	11	L→L
mba_flatten:751	-~ (v0 | v1) - (v2 & (v0 ^ v1))	0x1 - (v2 & (v0 ^ v1)) + (v0 | v1)	(-0x1) * 0x1 * (v1 & ~ v2 ^ (~ v0 | v1 ^ v2))	12	11	14	W→W
mba_flatten:756	0x2 * (v0 & ~ v1) + 0x2 * (v2 & ~ v1) + 0x9 * (v0 & v2) - 0x9 * (v0 & v2 & v1)	0x2 * (v0 & ~ v1) + 0x2 * (v2 & ~ v1) + 0x9 * (v0 & v2 & ~ v1)	0x2 * (~ v1 & (v0 ^ v2)) + 0xd * (v0 & ~ v1 & v2)	20	17	17	L→T
mba_flatten:757	-0xc * (v0 & v2) + 0xc * (v0 & v1 & v2)	(-0xc) * (v0 & v2 & ~ v1)	(-0x1) * 0xc * (v0 & ~ v1 & v2)	10	6	9	L→W
mba_flatten:758	~ (v0 & v2) + (v0 & v2 & v1)	~ (v0 & v2 & ~ v1)	0x1 * ~ (v0 & ~ v1 & v2)	9	6	9	T→W
mba_flatten:759	0x16 * (v0 | v2) - 0x16 * (v0 & v1) - 0xb * ~ (v0 & v1 & v2)	0xb + 0xb * (v0 & v1 & v2) + 0x16 * (v0 | v2) - 0x16 * (v0 & v1)	(-0x1) * 0xb * (v2 ^ (~ v0 | v1 | v2)) + 0xb * (v1 ^ (v0 | v1 ^ v2))	15	15	21	W→W
mba_flatten:760	-0x2 * (v0 & v2) + 0x2 * (v0 & v1 & v2)	(-0x2) * (v0 & v2 & ~ v1)	(-0x1) * 0x2 * (v0 & ~ v1 & v2)	10	6	9	L→W
mba_flatten:764	-0xa * (v0 & v1) + 0xa * (v0 & v1 & v2)	(-0xa) * (v0 & v1 & ~ v2)	(-0x1) * 0xa * ~ (~ v0 | ~ v1 | v2)	10	6	11	W→W
mba_flatten:770	0x3 * (v0 & v2) - 0xb * (v0 & ~ v1) - 0x3 * (v0 & v2 & v1)	0x3 * (v0 & v2 & ~ v1) - 0xb * (v0 & ~ v1)	(-0x1) * 0x8 * (v0 & ~ v1 & v2) - 0xb * ~ (~ v0 | v1 | v2)	15	12	20	W→W
mba_flatten:771	0x2 * ~ v0 + 0x9 * (v0 & v1 & v2) - 0x9 * (v0 & v1)	-0x2 - 0x9 * (v0 & v1 & ~ v2) - 0x2 * v0	(-0x1) * 0xb * ~ (~ v0 | ~ v1 | v2) + 0x2 * ~ (v0 & (~ v1 | v2))	13	10	21	W→W
mba_flatten:774	-0xb * ~ (v0 ^ v1) - (v0 & v1 & v2) + (v0 & v2)	0xb + 0xb * (v0 ^ v1) + (v0 & v2 & ~ v1)	(-0x1) * 0xb * ~ (v0 ^ v1) + 0x1 * (v0 & ~ v1 & v2)	14	11	16	W→W
mba_flatten:777	-0x7 * (v0 & ~ (v1 | v2)) - 0x5 * ~ (v1 ^ v2)	0x5 + 0x5 * (v1 ^ v2) - 0x7 * (v0 & ~ (v1 | v2))	(-0x1) * 0xc * ~ (~ v0 | v1 | v2) - 0x5 * (~ (v0 & ~ v1) & ~ (v1 ^ v2))	13	13	24	W→W
mba_flatten:778	0x6 * (v2 & v0 & v1) + 0x10 * (v0 & ~ v2) - 0xb * (v0 & v1) - 0x5 * ~ v2	0x5 + 0x5 * v2 + 0x6 * (v2 & v0 & v1) + 0x10 * (v0 & ~ v2) - 0xb * (v0 & v1)	(-0x1) * 0x5 * (v2 ^ (~ v0 | ~ v1 & v2)) + 0xb * ~ (~ v0 | v1 | v2)	18	18	22	W→W
mba_flatten:780	-~ (v0 & v2) - (v2 & v1) + (v0 & ~ v1) + (v2 & ~ (v0 & v1))	v2 + 0x1 - (v0 & v2 & v1) - (v2 & v1) + (v0 & v2) + (v0 & ~ v1)	(-0x1) * 0x1 * (v1 | ~ (v0 ^ v2)) + 0x3 * (v0 & ~ v1 & v2)	20	19	18	L→L
mba_flatten:781	0x3 * (v1 & ~ v2) - (v1 & v0) + (v1 & v2 & v0)	0x3 * (v1 & ~ v2) - (v0 & v1 & ~ v2)	0x2 * ~ (~ v0 | ~ v1 | v2) + 0x3 * ~ (v0 | ~ v1 | v2)	14	12	20	W→W
mba_flatten:782	0x9 * (v0 & ~ v2) - (v0 & v1) + (v0 & v2 & v1)	0x9 * (v0 & ~ v2) - (v0 & v1 & ~ v2)	0x9 * ~ (~ v0 | v1 | v2) + 0x8 * ~ (~ v0 | ~ v1 | v2)	14	12	20	W→W
mba_flatten:784	0xd * (v1 & v2) - 0xd * (v1 & v2 & v0) - (v1 | v0) + (~ v2 | v0)	0xd * (v1 & v2 & ~ v0) - (v1 | v0) + (~ v2 | v0)	0x1 * ~ (v0 | v1 | v2) + 0xc * (~ v0 & v1 & v2)	18	15	17	L→W
mba_flatten:785	0x7 * ~ v1 - 0x7 * (v0 & ~ (v1 & v2))	-0x7 - 0x7 * v0 - 0x7 * v1 + 0x7 * (v0 & v1 & v2)	0x7 * (v1 ^ (~ v0 | v1 & v2)) - 0xe * ~ (~ v0 | ~ v1 | v2)	11	11	22	W→W
mba_flatten:786	0x11 * (v1 & v2) - 0x11 * (v0 & v1 & v2) - 0x9 * (v2 & ~ v0) - 0x8 * (v1 & ~ v0)	0x11 * (v1 & v2 & ~ v0) - 0x9 * (v2 & ~ v0) - 0x8 * (v1 & ~ v0)	(-0x1) * 0x8 * ~ (v0 | ~ v1 | v2) - 0x9 * (~ v0 & ~ v1 & v2)	20	17	21	W→W
mba_flatten:793	0x4 * (v0 & v2) - 0x7 * (~ v2 | v1) - 0x4 * (v0 & v1 & v2) - 0x4 * (v0 | v1)	-0x7 * (~ v2 | v1) - 0x4 * (v0 & ~ v2 | v1)	(-0x1) * 0xb * (v1 | v0 & ~ v2) - 0x7 * ~ (v0 | v1 | v2)	19	13	19	T→W
mba_flatten:795	-0x12 * (v0 & v1) + 0x12 * (v0 & v1 & v2)	(-0x12) * (v0 & v1 & ~ v2)	(-0x1) * 0x12 * ~ (~ v0 | ~ v1 | v2)	10	6	11	W→W
mba_flatten:797	0x4 * (v0 & v2) - 0x4 * (v0 & v2 & v1) - 0x4 * (v0 ^ v1)	0x4 * (v0 & v2 & ~ v1) - 0x4 * (v0 ^ v1)	(-0x1) * 0x4 * (v1 ^ ~ (~ v0 | ~ v1 & v2))	14	11	13	L→W
mba_flatten:801	-0x2 * ~ v0 + ((v1 | v2) & ~ v0)	0x2 + 0x2 * v0 + ((v1 | v2) & ~ v0)	(-0x1) * 0x1 * (~ v0 & (v1 | v2)) - 0x2 * ~ (v0 | v1 | v2)	10	10	19	W→W
mba_flatten:803	0x2 * (v0 & v2) + 0xa * (v0 & v2 & v1) - 0xb * (v2 & v1) - 0xa * ~ v2 - v0	~ (v0 ^ v2) + 0xa * (v0 & v2 & v1) - 0xb * ~ v2 - 0xb * (v2 & v1)	0x1 * (v2 ^ (~ v0 | v1 & v2)) - 0xb * (v2 ^ ~ (~ v0 & v1 & v2))	19	17	23	W→W
mba_flatten:806	0x3 * (v1 & ~ (v0 | v2)) - 0x2 * ~ (v0 | v2)	0x2 + 0x2 * (v0 | v2) + 0x3 * (v1 & ~ (v0 | v2))	(-0x1) * 0x2 * ~ (v0 | v1 | v2) + 0x1 * ~ (v0 | ~ v1 | v2)	13	13	19	W→W
mba_flatten:809	0x4 * (v0 & v2) - 0x4 * (v0 & v2 & v1) - 0x4 * (v0 ^ v1)	0x4 * (v0 & v2 & ~ v1) - 0x4 * (v0 ^ v1)	(-0x1) * 0x4 * (v1 ^ ~ (~ v0 | ~ v1 & v2))	14	11	13	L→W
mba_flatten:810	-0x5 * (v0 & v2) + 0x5 * (v0 & v1 & v2)	(-0x5) * (v0 & v2 & ~ v1)	(-0x1) * 0x5 * (v0 & ~ v1 & v2)	10	6	9	L→W
mba_flatten:811	0x6 * (v1 & v0 & v2) + 0x6 * (v1 & ~ v0) - 0xd * (v1 & v2) - 0x7 * ~ (v0 | v2)	0x7 + 0x6 * (v1 & v0 & v2) + 0x6 * (v1 & ~ v0) + 0x7 * (v0 | v2) - 0xd * (v1 & v2)	(-0x1) * 0x7 * (v0 & v2 ^ ~ (v0 ^ ~ v1 & v2)) + 0x6 * ~ (v0 | ~ v1 | v2)	20	20	24	W→W
mba_flatten:812	-0xd * (v1 & v2) + 0xd * (v0 & v1 & v2)	(-0xd) * (v1 & v2 & ~ v0)	(-0x1) * 0xd * (~ v0 & v1 & v2)	10	6	9	L→W
mba_flatten:813	0x15 * (v0 & v1 & v2) - 0x7 * ~ (v0 ^ v1) - 0x7 * (v0 & v2) - 0x7 * (v1 & v2)	0x7 + 0x7 * (v0 ^ v1) + 0x15 * (v0 & v1 & v2) - 0x7 * (v0 & v2) - 0x7 * (v1 & v2)	(-0x1) * 0x7 * (~ (v0 | v1) | ~ (v0 ^ v1 ^ v2))	19	19	14	L→L
mba_flatten:814	0x6 * (v1 & v2) - 0x6 * (v1 & v2 & v0)	0x6 * (v1 & v2 & ~ v0)	0x6 * (~ v0 & v1 & v2)	10	6	8	L→W
mba_flatten:815	0x2 * ~ (v0 | v1 & v2) + 0x2 * (v0 & v1)	-0x2 + 0x2 * (v0 & v1) - 0x2 * (v0 | v1 & v2)	(-0x1) * 0x2 * (~ v0 & v1 & v2) + 0x2 * ~ (v0 & ~ v1)	12	12	17	W→W
mba_flatten:817	0x2 * (v2 & ~ (v0 | v1)) - 0x7 * ~ (v0 | v1)	0x7 + 0x2 * (v2 & ~ (v0 | v1)) + 0x7 * (v0 | v1)	(-0x1) * 0x7 * ~ (v0 | v1 | v2) - 0x5 * (~ v0 & ~ v1 & v2)	13	13	20	W→W
mba_flatten:818	-0x7 * ~ (v0 & v1) - 0x7 * (v0 & v1 & v2)	(-0x7) * ~ (v0 & v1 & ~ v2)	(-0x1) * 0x7 * (~ v0 | ~ v1 | v2)	11	7	10	L→W
mba_flatten:820	0x7 * ~ (v1 ^ v2) + 0x7 * (v0 & v1) - 0xe * (v0 & v1 & v2)	0x7 * (~ v2 ^ ~ v0 & v1)	0x7 * (v2 ^ (v0 | ~ v1))	15	8	8	L→T
mba_flatten:821	-0x5 + 0x7 * (v0 & v2) - 0x6 * (v0 & v1 & v2) - 0x6 * (v2 & ~ v1) - 0x6 * (v0 | v1)	-0x5 + 0x7 * (v0 & v2) - 0x6 * v0 - 0x6 * (v1 & ~ v0 | v2)	0x6 * ~ (v0 | v1 | v2) - 0x1 * ~ (v0 & v2)	20	15	16	L→W
mba_flatten:825	0x5 * (v0 & v2) - 0x5 * (v0 & v2 & v1)	0x5 * (v0 & v2 & ~ v1)	0x5 * (v0 & ~ v1 & v2)	10	6	8	L→W
mba_flatten:826	0x6 * (~ v2 | v0) + 0x8 * (v0 & v1) - 0x8 * (v0 & v2 & v1) - 0x7 * v0 - 0x7 * (v1 & ~ v2)	0x6 * (~ v2 | v0) + 0x8 * (v0 & v1 & ~ v2) - 0x7 * v0 - 0x7 * (v1 & ~ v2)	0x6 * ~ (v0 | v1 | v2) - 0x1 * ~ (v0 ^ (~ v1 | v2))	22	19	19	L→T
mba_flatten:832	0x2 * (v2 & v1) - 0x3 * (v0 & v2 & v1) - (v1 & ~ v0) - (v0 ^ v2)	0x2 * (v2 & v1) - 0x3 * (v0 & v2 & v1) - v1 - (v0 ^ v2) + (v0 & v1)	(-0x1) * 0x1 * (v0 & v1 | v0 ^ v1 ^ v2)	19	19	12	L→L
mba_flatten:834	0x7 * (v0 | v2) - 0x7 * ~ (v2 & v1) - 0x7 * (v0 & v1) - 0x7 * (v0 & v2 & v1)	0x7 + 0x7 * (v1 & v2 & ~ v0) + 0x7 * (v0 | v2) - 0x7 * (v0 & v1)	(-0x1) * 0x7 * (v1 | ~ (v0 | v2)) + 0xe * (~ v0 & v1 & v2)	19	16	18	L→W
mba_flatten:836	0xe * (v0 & v1) - 0x10 * (v0 & ~ v2) - 0xe * (v0 & v1 & v2)	0xe * (v0 & v1 & ~ v2) - 0x10 * (v0 & ~ v2)	(-0x1) * 0x10 * ~ (~ v0 | v1 | v2) - 0x2 * ~ (~ v0 | ~ v1 | v2)	15	12	22	W→W
mba_flatten:840	0x4 * (v0 | v1) + 0x6 * (v0 & v2) - 0x6 * (v0 & v1 & v2) - 0x4 * (~ v2 | v1)	0x4 * (v0 | v1) + 0x6 * (v0 & v2 & ~ v1) - 0x4 * (~ v2 | v1)	(-0x1) * 0x4 * ~ (v0 | v1 | v2) + 0xa * (v0 & ~ v1 & v2)	19	16	18	L→W
mba_flatten:841	(-0x1) * ~ (v0 & (v1 | v2))	0x1 + (v0 & (v1 | v2))	(-0x1) * 0x1 * ~ (v0 & (v1 | v2))	7	7	9	W→W
mba_flatten:845	0x3 * ~ (v0 & v1 & v2) + 0x6 * (v1 & v2) - 0x3 * (v2 & ~ v0) - 0x3 * (v0 | v1)	-0x3 + 0x6 * (v1 & v2) - 0x3 * v1 - 0x3 * (v0 & ~ v1 | v2)	0x3 * (~ (v0 & ~ v1) & ~ (v1 ^ v2))	20	15	12	L→L
mba_flatten:846	0x5 * (v0 & v1) + 0x7 * (~ v0 | v2) - 0x5 * (v0 & v1 & v2) - 0x5 * (v1 | v2)	0x7 * (~ v0 | v2) - 0x5 * (v1 & ~ v0 | v2)	0x2 * (v2 | ~ (v0 | ~ v1)) + 0x7 * ~ (v0 | v1 | v2)	19	13	18	L→W
